program_id,org,dept,name,description,Safety,safety_coded
1398,Jefferson,County Clerk,Probate Claims Notice Processing,Receive and process all Probate Claim Notices,0,0
1399,Jefferson,County Clerk,Redistricting and Census Information Reporting,"Work with GIS team and correspondence to municipalities, county board information.",0,0
1400,Jefferson,County Clerk,Relocation Orders Processing,"Filed, copied and forwarded to necessary departments",0,0
1401,Jefferson,County Clerk,DMV & Temporary License Plate Issuance,Issue Department of Motor Vehicle License Plates and maintain records.,0,0
1402,Jefferson,County Clerk,Wood Cutting Notice Processing,"Receive and process all wood cutting notice for the County.  File with District Forest Ranger, Municipal Chairperson, Cutter, Owner, County Treasurer and County Forester.",0,0
1411,Jefferson,County Clerk,Dog Claims Processing,"Respond to Claims for Dog Damage, obtain Finance Committee approvals, prepare voucher",0,0
1412,Jefferson,County Clerk,Dog Tags Issuance,"Order tags from State, determine quantities for municipalities, distribute, maintain records, pay State per Statutes, pay Humane Society per contract",0,0
1413,Jefferson,County Clerk,Passport Acceptance Agent,"Review & Determine sufficiency of documents for passport applications,  sign, mail, follow up tracking, maintain appropriate records",0,0
1414,Jefferson,County Clerk,Public Records Requests,Respond to all public records requests for documents within department,0,0
1677,Jefferson,Sheriff,Chaplain and Religious Services,Jail Chaplain who oversees the religious needs of the facility,0,0
1678,Jefferson,Sheriff,Commissary Services,Assist and deliver commissary products as well and monetary control of funds,0,0
1679,Jefferson,Sheriff,Community Service Worker (CSW),Provides individual and supervised opportunities for inmates to work while incarcerated and in some cases reduce time of sentence.,0,0
1696,Jefferson,Sheriff,Tax Refund Interceptor Program (TRIP),Collection of inmate debt occurred while being incarcerated,0,0
1739,Jefferson,Land Information Office,Business Partner Assistance & Queries,"Respond to queries from various business partners, including but not limited attorneys, land surveyors, title companies, mortgage lenders, real estate agents regarding real estate ownership, legal descriptions and maps.  Queries are completed via telephone, in person, email and mail.",0,0
1744,Jefferson,Land Information Office,Data Requests and Sales,"The office fulfills open record requests when sought by the public.   Mailing labels, indexes, parcel, topographic and other maps are available for a fee.  Create monthly invoices for on-going county data (i.e., labels, reports, maps, etc.)",0,0
1811,Jefferson,Planning and Zoning,Subdivision Plan Review and Approval,"Review subdivision plans, provide recommendations to developers and assist with PCPC approval process.",0,0
1812,Jefferson,Planning and Zoning,Landowner and Contractor Inquiries and Assistance,"Respond to landowner inquires, professional contractors and prospective buyers regarding required regulations on site specific parcels.",0,0
1814,Jefferson,Planning and Zoning,County Comprehensive Plan,Planning Services for multi-jurisdictional initiatives including Comprehensive Plan per State Statutes 66.1001.,0,0
1822,Jefferson,Planning and Zoning,Land Division Ordinance Compliance,"Administer ordinance per State Statutes 59.02, 236 including land owner and surveyor assistance, review and approval of surveys, and enforcement. (Chapter 18)",0,0
1848,Jefferson,Register of Deeds,Notary Public Services,Provide notary public service to citizens.,0,0
1849,Jefferson,Register of Deeds,Marital Property Agreements Recording & Indexing,"Accept real estate documents, review for statutory requirements, receipt statutory fees, index, scan, and return mail._x000D_
Endorse each document with date, time, county name and consecutive unique document number.",0,0
1852,Jefferson,Register of Deeds,Federal Tax Liens,"Accept Internal Revenue Service (IRS) federal tax liens, review for statutory requirements, receipt statutory fees,_x000D_
index, scan, and return mail.  Endorse each document with date, time, county name and consecutive unique document number.",0,0
1860,Jefferson,Sheriff,Open Record Requests,"Processing, redacting and forwarding requests made for open records following all State and Federal guidelines",0,0
1895,Jefferson,Sheriff,Case Reports,Process and maintain all case reports and release reports to appropriate agencies,0,0
1913,Jefferson,Sheriff,Animal Control Unit (ACU),Reunite animals with owners,0,0
1919,Jefferson,Sheriff,Fleet Vehicle Licensing,Manage vehicle licensing registration and insurance for S.O. vehicles,0,0
1926,Jefferson,UW-Extension,Agricultural & Industrial Society Partnership (County Fair Support),Collaboration with Fair Park staff to manage lease agreement between 4-H & AIS. Provides educational support and volunteer coordination for County Fair.,0,0
1933,Jefferson,UW-Extension,Community Economic Development,"Enhances economic vitality through community visioning, demographic analysis and entrepreneurship resources.",0,0
1936,Jefferson,Corporation Counsel,Land Acquisition Assistance,Drafting or reviewing contracts and deeds for negotiated purchases,0,0
1956,Jefferson,Corporation Counsel,In Rem Tax Foreclosures,Commence foreclosure actions on tax delinquent property,0,0
1959,Jefferson,Corporation Counsel,Council Meetings and Work Sessions,"Serve as parliamentarian and legal counsel at meetings of the County Board, Committees, Board and Commissions",0,0
1994,Jefferson,County Treasurer,Education & Support - Other Municipalities,"Assist municipal clerks and treasurers with tax settlements, tax balancing, statement of taxes, and assessment rolls.  Recommend necessary changes as required by revisions and State Statutes to local treasurers and clerks. Help to find answers to questions, come up with procedures, or give municipality ideas on new technologies and options.",0,0
