id,org,dept,name,description,Mandate,bin
1143,"Riverside, CA",Library,Community Partner Programs,"Partnerships with Nonprofit organizations, public agencies, government offices, schools, and certain private businesses provide community service programs to provide diverse community experiences for people of all ages.",2,1
1540,Jefferson,Health,Community Partnerships,"Building community partnerships and collaboration with organizations such as the State Division of Public Health, Healthy Communities Gold Designation, Fort HealthCare, Dodge-Jefferson Healthier Community Partnership, Fort Healthy, JUMP, Lake Mills Wellness Coalition, EMS, Police, Fire, Local Emergency Planning Committee and others.",2,1
2701,Littleton,City Manager,Community Partnerships & Support,"Community Organization Partnership & Support: Support various community organizations through serving on boards and/or committees, participating in meetings and supporting events.  (i.e., HDLM, Littleton Chamber of Commerce; Rotary; school districts, other non-governmental entities).",2,1
167,Marathon,"Conservation, Planning and Zoning",Community Planning,"To assure a healthy, safe and prosperous community, collaborate, and act as a resource by partnering with local municipalities to develop plans, provide public outreach, and achieve identified outcomes for comprehensive plans, natural resource management, land use, stormwater management, sewer service, highway planning, farmland preservation, soil erosion, etc. specifically to comply with State Statutes and Administrative codes such as NR121, NR151, NR216, State Statute 59.10, 91, 92.10 and 23 CFR 450, etc.",2,1
1249,"Riverside, CA",City Manager,Community Police Review Commission,"Administrative support for the Community Police Review Commission including preparing and publishing agendas, Commissioner training, representing the City Manager's Office at meetings, etc.",2,1
73,"Green Bay, WI",30 -  POLICE,Community Policing,Community problem solving by partnering with the community and non government agencies. Officers assigned to specific beat areas within patrol districts. ,2,1
1587,"Salt Lake City, UT",POLICE DEPARTMENT,Community Problem Solving,Use a multi agency approach to community problem solving by partnering with the community government and non government agencies,2,1
6016,San Juan County,ALTERNATIVE SENTENCING,Community Relations,"Supports and collaborates with agencies and organizations locally, statewide and nationally.",2,1
5049,San Juan County,SHERIFFS OFFICE,Community Relations & Public Information Officer,Coordinates community outreach programs and puts relevant information out to the public via media,2,1
953,"Washington County, WI",Samaritan,Community Resources Coordination,Social Workers seek out and provide resources offered in the facility and out in the community.,2,1
877,"Columbia, SC",Police Department,Community Response Teams,"Provides proactive enforcement activities in a community policing based initiative comprised of residential patrol officers serving neighborhoods, civic organizations, churches and businesses.",2,1
569,"Columbia, SC",Fire Prevention,Community Risk Reduction Program,"The Departments Public Education Officer informs the public on the importance of fire safety. A total of over 30,000+ people are educated on fire safety each year. This number includes students from grades 1st through 6th, members of several senior citizen groups, businesses, fire safety in the work place programs, PTAs, mothers clubs, scout groups, and many other organizations.",2,1
570,"Eugene, OR",CS,Community Safety Initiative,"Fund management, advisory board coordination, public engagement, tracking and reporting outcomes, communications.",2,1
6,Marathon,Administration,Community Service Program,"Provides individual and supervised work crews, documents and reports hours to the courts to satisfy fines, jail time, as a sentence and as an alternative to formal court processing.",2,1
1679,Jefferson,Sheriff,Community Service Worker (CSW),Provides individual and supervised opportunities for inmates to work while incarcerated and in some cases reduce time of sentence.,2,1
315,KansasCity,Parks and Recreation,Community Services Admin,"Executive recreation, community center and athletic staff",2,1
850,"Strathcona County, AB",Community Services,Community Social Framework Grants,"The renewed grants policy (to be considered by Council on April 23, 2018) aligns with the Social Framework outcomes and behavioural shifts, and with the FCS mandate of prevention and early intervention. The policy approach supports a learning community, collaboration, social innovation, creativity and ingenuity. The policy proposes three grant streams: 1) Core social funding (1-3 yrs), 2) Collaboration funding (2-3 yrs), and 3) Community seed funding (up to 1 yr).",2,1
